,match_id,date,referee,variable,value,venue,team_id,team_name
269,3847493,2022-04-01 11:00:00,Jørgen Daugbjerg Burchardt,fouls_ag,11,H,9939,Viborg
270,3847488,2022-04-04 12:00:00,Jonas Hansen,fouls_for,7,H,8113,Midtjylland
271,3847488,2022-04-04 12:00:00,Jonas Hansen,fouls_ag,3,H,8113,Midtjylland
272,3847491,2022-04-03 07:00:00,Anders Poulsen,fouls_for,14,H,8071,AGF Aarhus
273,3847491,2022-04-03 07:00:00,Anders Poulsen,fouls_ag,12,H,8071,AGF Aarhus
274,3847487,2022-04-03 11:00:00,Michael Tykgaard,fouls_for,18,H,8470,Aalborg BK
275,3847487,2022-04-03 11:00:00,Michael Tykgaard,fouls_ag,10,H,8470,Aalborg BK
276,3847496,2022-04-11 12:00:00,Mads-Kristoffer Kristoffersen,fouls_for,17,H,8231,Vejle Boldklub
277,3847496,2022-04-11 12:00:00,Mads-Kristoffer Kristoffersen,fouls_ag,10,H,8231,Vejle Boldklub
278,3847500,2022-04-13 11:30:00,Morten Krogh,fouls_for,7,H,8410,Randers FC
279,3847500,2022-04-13 11:30:00,Morten Krogh,fouls_ag,7,H,8410,Randers FC
280,3847497,2022-04-08 11:30:00,Jakob Kehlet,fouls_for,9,H,8470,Aalborg BK
281,3847497,2022-04-08 11:30:00,Jakob Kehlet,fouls_ag,4,H,8470,Aalborg BK
282,3847502,2022-04-14 11:00:00,Mikkel Redder,fouls_for,8,H,8595,Brøndby IF
283,3847502,2022-04-14 11:00:00,Mikkel Redder,fouls_ag,11,H,8595,Brøndby IF
284,3847494,2022-04-10 07:00:00,Sandi Putros,fouls_for,12,H,10202,Nordsjælland
285,3847494,2022-04-10 07:00:00,Sandi Putros,fouls_ag,10,H,10202,Nordsjælland
286,3847501,2022-04-14 09:00:00,Anders Poulsen,fouls_for,6,H,8415,Silkeborg
287,3847501,2022-04-14 09:00:00,Anders Poulsen,fouls_ag,6,H,8415,Silkeborg
288,3847498,2022-04-10 09:00:00,Jørgen Daugbjerg Burchardt,fouls_for,11,H,8415,Silkeborg
289,3847498,2022-04-10 09:00:00,Jørgen Daugbjerg Burchardt,fouls_ag,5,H,8415,Silkeborg
290,3847510,2022-04-14 07:00:00,Jakob A. Sundberg,fouls_for,19,H,8414,Odense
291,3847510,2022-04-14 07:00:00,Jakob A. Sundberg,fouls_ag,9,H,8414,Odense
292,3847499,2022-04-10 11:00:00,Jakob A. Sundberg,fouls_for,9,H,8391,FC København
293,3847499,2022-04-10 11:00:00,Jakob A. Sundberg,fouls_ag,10,H,8391,FC København
294,3847495,2022-04-10 07:00:00,Peter Kjærsgaard-Andersen,fouls_for,14,H,8487,SønderjyskE
295,3847495,2022-04-10 07:00:00,Peter Kjærsgaard-Andersen,fouls_ag,13,H,8487,SønderjyskE
296,3847511,2022-04-15 11:00:00,Jens Maae,fouls_for,12,H,10202,Nordsjælland
297,3847511,2022-04-15 11:00:00,Jens Maae,fouls_ag,8,H,10202,Nordsjælland
298,3847509,2022-04-14 07:00:00,Peter Kjærsgaard-Andersen,fouls_for,9,H,8071,AGF Aarhus
299,3847509,2022-04-14 07:00:00,Peter Kjærsgaard-Andersen,fouls_ag,13,H,8071,AGF Aarhus
300,3847515,2022-04-22 12:00:00,Mikkel Redder,fouls_for,14,H,8487,SønderjyskE
301,3847515,2022-04-22 12:00:00,Mikkel Redder,fouls_ag,11,H,8487,SønderjyskE
302,3847503,2022-04-18 09:00:00,Sandi Putros,fouls_for,10,H,8391,FC København
303,3847503,2022-04-18 09:00:00,Sandi Putros,fouls_ag,9,H,8391,FC København
304,3847504,2022-04-18 11:00:00,Jørgen Daugbjerg Burchardt,fouls_for,13,H,8113,Midtjylland
305,3847504,2022-04-18 11:00:00,Jørgen Daugbjerg Burchardt,fouls_ag,13,H,8113,Midtjylland
306,3847508,2022-04-25 12:00:00,Jakob Kehlet,fouls_for,8,H,8595,Brøndby IF
307,3847508,2022-04-25 12:00:00,Jakob Kehlet,fouls_ag,11,H,8595,Brøndby IF
308,3847513,2022-04-18 07:00:00,Jonas Hansen,fouls_for,17,H,8487,SønderjyskE
309,3847513,2022-04-18 07:00:00,Jonas Hansen,fouls_ag,13,H,8487,SønderjyskE
310,3847514,2022-04-18 07:00:00,Jakob Kehlet,fouls_for,7,H,8231,Vejle Boldklub
311,3847514,2022-04-18 07:00:00,Jakob Kehlet,fouls_ag,7,H,8231,Vejle Boldklub
312,3847505,2022-04-19 12:00:00,Michael Tykgaard,fouls_for,7,H,8410,Randers FC
313,3847505,2022-04-19 12:00:00,Michael Tykgaard,fouls_ag,3,H,8410,Randers FC
314,3847512,2022-04-17 11:00:00,Aydin Uslu,fouls_for,14,H,9939,Viborg
315,3847512,2022-04-17 11:00:00,Aydin Uslu,fouls_ag,5,H,9939,Viborg
316,3847507,2022-04-24 09:00:00,Peter Kjærsgaard-Andersen,fouls_for,5,H,8391,FC København
317,3847507,2022-04-24 09:00:00,Peter Kjærsgaard-Andersen,fouls_ag,15,H,8391,FC København
318,3847523,2022-05-02 12:00:00,Mads-Kristoffer Kristoffersen,fouls_for,11,H,8415,Silkeborg
319,3847523,2022-05-02 12:00:00,Mads-Kristoffer Kristoffersen,fouls_ag,5,H,8415,Silkeborg
320,3847517,2022-04-24 11:00:00,Morten Krogh,fouls_for,14,H,8071,AGF Aarhus
321,3847517,2022-04-24 11:00:00,Morten Krogh,fouls_ag,13,H,8071,AGF Aarhus
322,3847521,2022-05-01 09:00:00,Jonas Hansen,fouls_for,8,H,8410,Randers FC
323,3847521,2022-05-01 09:00:00,Jonas Hansen,fouls_ag,7,H,8410,Randers FC
324,3847506,2022-04-24 07:00:00,Sandi Putros,fouls_for,13,H,8470,Aalborg BK
325,3847506,2022-04-24 07:00:00,Sandi Putros,fouls_ag,5,H,8470,Aalborg BK
326,3847518,2022-04-29 12:00:00,Anders Poulsen,fouls_for,11,H,9939,Viborg
327,3847518,2022-04-29 12:00:00,Anders Poulsen,fouls_ag,3,H,9939,Viborg
328,3847516,2022-04-24 07:00:00,Jakob A. Sundberg,fouls_for,9,H,10202,Nordsjælland
329,3847516,2022-04-24 07:00:00,Jakob A. Sundberg,fouls_ag,5,H,10202,Nordsjælland
330,3847526,2022-05-08 11:00:00,Peter Kjærsgaard-Andersen,fouls_for,12,H,8470,Aalborg BK
331,3847526,2022-05-08 11:00:00,Peter Kjærsgaard-Andersen,fouls_ag,9,H,8470,Aalborg BK
332,3847522,2022-05-01 11:00:00,Morten Krogh,fouls_for,12,H,8113,Midtjylland
333,3847522,2022-05-01 11:00:00,Morten Krogh,fouls_ag,10,H,8113,Midtjylland
334,3847520,2022-05-01 07:00:00,Aydin Uslu,fouls_for,6,H,8231,Vejle Boldklub
335,3847520,2022-05-01 07:00:00,Aydin Uslu,fouls_ag,16,H,8231,Vejle Boldklub
336,3847524,2022-05-06 12:00:00,Mikkel Redder,fouls_for,4,H,8415,Silkeborg
337,3847524,2022-05-06 12:00:00,Mikkel Redder,fouls_ag,7,H,8415,Silkeborg
338,3847537,2022-05-08 13:00:00,Sandi Putros,fouls_for,11,H,8071,AGF Aarhus
339,3847537,2022-05-08 13:00:00,Sandi Putros,fouls_ag,12,H,8071,AGF Aarhus
340,3847519,2022-05-01 07:00:00,Jens Grabski Maae,fouls_for,8,H,8414,Odense
341,3847519,2022-05-01 07:00:00,Jens Grabski Maae,fouls_ag,11,H,8414,Odense
342,3847528,2022-05-11 13:00:00,Jens Grabski Maae,fouls_for,3,H,8391,FC København
343,3847528,2022-05-11 13:00:00,Jens Grabski Maae,fouls_ag,13,H,8391,FC København
344,3847539,2022-05-11 11:00:00,Mads-Kristoffer Kristoffersen,fouls_for,5,H,8487,SønderjyskE
345,3847539,2022-05-11 11:00:00,Mads-Kristoffer Kristoffersen,fouls_ag,8,H,8487,SønderjyskE
346,3847525,2022-05-08 09:00:00,Michael Tykgaard,fouls_for,11,H,8595,Brøndby IF
347,3847525,2022-05-08 09:00:00,Michael Tykgaard,fouls_ag,10,H,8595,Brøndby IF
348,3847536,2022-05-08 07:00:00,Jørgen Daugbjerg Burchardt,fouls_for,14,H,10202,Nordsjælland
349,3847536,2022-05-08 07:00:00,Jørgen Daugbjerg Burchardt,fouls_ag,7,H,10202,Nordsjælland
350,3847538,2022-05-09 12:00:00,Jakob Kehlet,fouls_for,9,H,9939,Viborg
351,3847538,2022-05-09 12:00:00,Jakob Kehlet,fouls_ag,8,H,9939,Viborg
352,3847527,2022-05-11 11:00:00,Aydin Uslu,fouls_for,7,H,8410,Randers FC
353,3847527,2022-05-11 11:00:00,Aydin Uslu,fouls_ag,8,H,8410,Randers FC
354,3847542,2022-05-15 07:00:00,Jonas Hansen,fouls_for,7,H,10202,Nordsjælland
355,3847542,2022-05-15 07:00:00,Jonas Hansen,fouls_ag,12,H,10202,Nordsjælland
356,3847530,2022-05-15 09:00:00,Sandi Putros,fouls_for,12,H,8410,Randers FC
357,3847530,2022-05-15 09:00:00,Sandi Putros,fouls_ag,6,H,8410,Randers FC
358,3847529,2022-05-12 13:00:00,Jakob A. Sundberg,fouls_for,9,H,8113,Midtjylland
359,3847529,2022-05-12 13:00:00,Jakob A. Sundberg,fouls_ag,9,H,8113,Midtjylland
360,3847540,2022-05-12 11:00:00,Jørgen Daugbjerg Burchardt,fouls_for,17,H,8231,Vejle Boldklub
361,3847540,2022-05-12 11:00:00,Jørgen Daugbjerg Burchardt,fouls_ag,14,H,8231,Vejle Boldklub
362,3847541,2022-05-12 11:00:00,Mikkel Redder,fouls_for,14,H,8414,Odense
363,3847541,2022-05-12 11:00:00,Mikkel Redder,fouls_ag,9,H,8414,Odense
364,3847543,2022-05-15 07:00:00,Anders Poulsen,fouls_for,7,H,8414,Odense
365,3847543,2022-05-15 07:00:00,Anders Poulsen,fouls_ag,9,H,8414,Odense
366,3847531,2022-05-15 11:00:00,Morten Krogh,fouls_for,12,H,8470,Aalborg BK
367,3847531,2022-05-15 11:00:00,Morten Krogh,fouls_ag,12,H,8470,Aalborg BK
368,3847532,2022-05-16 12:00:00,Michael Tykgaard,fouls_for,3,H,8415,Silkeborg
369,3847532,2022-05-16 12:00:00,Michael Tykgaard,fouls_ag,4,H,8415,Silkeborg
370,3847544,2022-05-15 13:00:00,Peter Kjaersgaard,fouls_for,14,H,9939,Viborg
371,3847544,2022-05-15 13:00:00,Peter Kjaersgaard,fouls_ag,5,H,9939,Viborg
372,3847533,2022-05-22 10:00:00,Mikkel Redder,fouls_for,4,H,8391,FC København
373,3847533,2022-05-22 10:00:00,Mikkel Redder,fouls_ag,8,H,8391,FC København
374,3847547,2022-05-21 10:00:00,Jens Grabski Maae,fouls_for,5,H,8487,SønderjyskE
375,3847547,2022-05-21 10:00:00,Jens Grabski Maae,fouls_ag,7,H,8487,SønderjyskE
376,3847534,2022-05-22 10:00:00,Jakob Kehlet,fouls_for,5,H,8113,Midtjylland
377,3847534,2022-05-22 10:00:00,Jakob Kehlet,fouls_ag,13,H,8113,Midtjylland
378,3847546,2022-05-21 10:05:00,Mads-Kristoffer Kristoffersen,fouls_for,12,H,8231,Vejle Boldklub
379,3847546,2022-05-21 10:05:00,Mads-Kristoffer Kristoffersen,fouls_ag,4,H,8231,Vejle Boldklub
380,3880957,2022-05-29 11:30:00,Jakob Kehlet,fouls_for,15,H,8470,Aalborg BK
381,3880957,2022-05-29 11:30:00,Jakob Kehlet,fouls_ag,7,H,8470,Aalborg BK
382,3847535,2022-05-22 10:05:00,Anders Poulsen,fouls_for,2,H,8595,Brøndby IF
383,3847535,2022-05-22 10:05:00,Anders Poulsen,fouls_ag,3,H,8595,Brøndby IF
384,3847545,2022-05-21 10:05:00,Jakob A. Sundberg,fouls_for,13,H,8071,AGF Aarhus
385,3847545,2022-05-21 10:05:00,Jakob A. Sundberg,fouls_ag,8,H,8071,AGF Aarhus
386,3597749,2021-07-25 07:00:00,Aydin Uslu,fouls_for,14,A,8071,AGF Aarhus
387,3597749,2021-07-25 07:00:00,Aydin Uslu,fouls_ag,15,A,8071,AGF Aarhus
388,3597742,2021-07-18 07:00:00,Morten Krogh,fouls_for,21,A,9939,Viborg
389,3597742,2021-07-18 07:00:00,Morten Krogh,fouls_ag,12,A,9939,Viborg
390,3597744,2021-07-18 09:00:00,Mads-Kristoffer Kristoffersen,fouls_for,16,A,8470,Aalborg BK
391,3597744,2021-07-18 09:00:00,Mads-Kristoffer Kristoffersen,fouls_ag,8,A,8470,Aalborg BK
392,3597743,2021-07-18 07:00:00,Jonas Hansen,fouls_for,19,A,8410,Randers FC
393,3597743,2021-07-18 07:00:00,Jonas Hansen,fouls_ag,10,A,8410,Randers FC
394,3597741,2021-07-16 12:00:00,Sandi Putros,fouls_for,20,A,8414,Odense
395,3597741,2021-07-16 12:00:00,Sandi Putros,fouls_ag,10,A,8414,Odense
396,3597750,2021-07-25 07:00:00,Jakob Sundberg,fouls_for,12,A,8414,Odense
397,3597750,2021-07-25 07:00:00,Jakob Sundberg,fouls_ag,15,A,8414,Odense
398,3597745,2021-07-18 12:00:00,Jens Grabski Maae,fouls_for,15,A,8595,Brøndby IF
399,3597745,2021-07-18 12:00:00,Jens Grabski Maae,fouls_ag,10,A,8595,Brøndby IF
400,3597752,2021-07-25 11:00:00,Joergen Daugbjerg Burchardt,fouls_for,9,A,9939,Viborg
401,3597752,2021-07-25 11:00:00,Joergen Daugbjerg Burchardt,fouls_ag,9,A,9939,Viborg
402,3597746,2021-07-19 12:00:00,Mikkel Redder,fouls_for,4,A,8487,SønderjyskE
403,3597746,2021-07-19 12:00:00,Mikkel Redder,fouls_ag,8,A,8487,SønderjyskE
404,3597748,2021-07-24 11:00:00,Jakob Kehlet,fouls_for,6,A,8113,Midtjylland
405,3597748,2021-07-24 11:00:00,Jakob Kehlet,fouls_ag,16,A,8113,Midtjylland
406,3597759,2021-08-01 07:00:00,Sandi Putros,fouls_for,11,A,8470,Aalborg BK
407,3597759,2021-08-01 07:00:00,Sandi Putros,fouls_ag,9,A,8470,Aalborg BK
408,3597751,2021-07-25 09:00:00,Peter Kjaersgaard,fouls_for,9,A,8415,Silkeborg
409,3597751,2021-07-25 09:00:00,Peter Kjaersgaard,fouls_ag,6,A,8415,Silkeborg
410,3597753,2021-07-26 12:00:00,Michael Tykgaard,fouls_for,16,A,8231,Vejle Boldklub
411,3597753,2021-07-26 12:00:00,Michael Tykgaard,fouls_ag,11,A,8231,Vejle Boldklub
412,3597758,2021-08-02 12:00:00,Jens Grabski Maae,fouls_for,14,A,10202,Nordsjælland
413,3597758,2021-08-02 12:00:00,Jens Grabski Maae,fouls_ag,8,A,10202,Nordsjælland
414,3597757,2021-07-31 09:00:00,Anders Poulsen,fouls_for,8,A,8113,Midtjylland
415,3597757,2021-07-31 09:00:00,Anders Poulsen,fouls_ag,6,A,8113,Midtjylland
416,3597754,2021-08-01 07:00:00,Mads-Kristoffer Kristoffersen,fouls_for,13,A,8410,Randers FC
417,3597754,2021-08-01 07:00:00,Mads-Kristoffer Kristoffersen,fouls_ag,13,A,8410,Randers FC
418,3597756,2021-08-01 09:00:00,Jakob Sundberg,fouls_for,13,A,8595,Brøndby IF
419,3597756,2021-08-01 09:00:00,Jakob Sundberg,fouls_ag,6,A,8595,Brøndby IF
420,3597755,2021-08-01 11:00:00,Jakob Kehlet,fouls_for,5,A,8391,FC København
421,3597755,2021-08-01 11:00:00,Jakob Kehlet,fouls_ag,11,A,8391,FC København
422,3597760,2021-08-06 13:30:00,Mikkel Redder,fouls_for,8,A,8231,Vejle Boldklub
423,3597760,2021-08-06 13:30:00,Mikkel Redder,fouls_ag,15,A,8231,Vejle Boldklub
424,3597765,2021-08-06 11:30:00,Jens Grabski Maae,fouls_for,13,A,9939,Viborg
425,3597765,2021-08-06 11:30:00,Jens Grabski Maae,fouls_ag,9,A,9939,Viborg
426,3597771,2021-08-13 10:30:00,Morten Krogh,fouls_for,12,A,8113,Midtjylland
427,3597771,2021-08-13 10:30:00,Morten Krogh,fouls_ag,9,A,8113,Midtjylland
428,3597762,2021-08-08 11:00:00,Joergen Daugbjerg Burchardt,fouls_for,14,A,8071,AGF Aarhus
429,3597762,2021-08-08 11:00:00,Joergen Daugbjerg Burchardt,fouls_ag,24,A,8071,AGF Aarhus
430,3597769,2021-08-16 12:00:00,Jakob Kehlet,fouls_for,13,A,8470,Aalborg BK
431,3597769,2021-08-16 12:00:00,Jakob Kehlet,fouls_ag,8,A,8470,Aalborg BK
432,3597761,2021-08-08 09:00:00,Mads-Kristoffer Kristoffersen,fouls_for,8,A,8595,Brøndby IF
433,3597761,2021-08-08 09:00:00,Mads-Kristoffer Kristoffersen,fouls_ag,10,A,8595,Brøndby IF
434,3597764,2021-08-08 07:00:00,Michael Tykgaard,fouls_for,9,A,8487,SønderjyskE
435,3597764,2021-08-08 07:00:00,Michael Tykgaard,fouls_ag,5,A,8487,SønderjyskE
436,3597763,2021-08-09 12:00:00,Sandi Putros,fouls_for,10,A,8414,Odense
437,3597763,2021-08-09 12:00:00,Sandi Putros,fouls_ag,11,A,8414,Odense
438,3597772,2021-08-20 12:00:00,Mads-Kristoffer Kristoffersen,fouls_for,5,A,8415,Silkeborg
439,3597772,2021-08-20 12:00:00,Mads-Kristoffer Kristoffersen,fouls_ag,5,A,8415,Silkeborg
440,3597770,2021-08-13 12:15:00,Aydin Uslu,fouls_for,7,A,8410,Randers FC
441,3597770,2021-08-13 12:15:00,Aydin Uslu,fouls_ag,7,A,8410,Randers FC
442,3597766,2021-08-13 14:00:00,Peter Kjaersgaard,fouls_for,15,A,10202,Nordsjælland
443,3597766,2021-08-13 14:00:00,Peter Kjaersgaard,fouls_ag,7,A,10202,Nordsjælland
444,3597768,2021-08-15 09:00:00,Jonas Hansen,fouls_for,13,A,8415,Silkeborg
445,3597768,2021-08-15 09:00:00,Jonas Hansen,fouls_ag,6,A,8415,Silkeborg
446,3597767,2021-08-15 11:00:00,Jakob Sundberg,fouls_for,15,A,8391,FC København
447,3597767,2021-08-15 11:00:00,Jakob Sundberg,fouls_ag,10,A,8391,FC København
448,3597780,2021-08-27 12:00:00,Aydin Uslu,fouls_for,12,A,10202,Nordsjælland
449,3597780,2021-08-27 12:00:00,Aydin Uslu,fouls_ag,14,A,10202,Nordsjælland
450,3597774,2021-08-21 11:00:00,Joergen Daugbjerg Burchardt,fouls_for,8,A,8595,Brøndby IF
451,3597774,2021-08-21 11:00:00,Joergen Daugbjerg Burchardt,fouls_ag,10,A,8595,Brøndby IF
452,3597775,2021-08-23 12:05:00,Anders Poulsen,fouls_for,12,A,8231,Vejle Boldklub
453,3597775,2021-08-23 12:05:00,Anders Poulsen,fouls_ag,11,A,8231,Vejle Boldklub
454,3597776,2021-08-22 11:00:00,Michael Tykgaard,fouls_for,15,A,8071,AGF Aarhus
455,3597776,2021-08-22 11:00:00,Michael Tykgaard,fouls_ag,16,A,8071,AGF Aarhus
456,3597783,2021-08-29 07:00:00,Jakob Kehlet,fouls_for,3,A,8410,Randers FC
457,3597783,2021-08-29 07:00:00,Jakob Kehlet,fouls_ag,4,A,8410,Randers FC
458,3597777,2021-08-22 07:10:00,Mikkel Redder,fouls_for,9,A,8470,Aalborg BK
459,3597777,2021-08-22 07:10:00,Mikkel Redder,fouls_ag,13,A,8470,Aalborg BK
460,3597781,2021-08-29 09:00:00,Jonas Hansen,fouls_for,9,A,8391,FC København
461,3597781,2021-08-29 09:00:00,Jonas Hansen,fouls_ag,10,A,8391,FC København
462,3597773,2021-08-22 09:00:00,Peter Kjaersgaard,fouls_for,13,A,8487,SønderjyskE
463,3597773,2021-08-22 09:00:00,Peter Kjaersgaard,fouls_ag,6,A,8487,SønderjyskE
464,3597782,2021-08-29 07:00:00,Jens Grabski Maae,fouls_for,21,A,9939,Viborg
465,3597782,2021-08-29 07:00:00,Jens Grabski Maae,fouls_ag,6,A,9939,Viborg
466,3597784,2021-09-10 13:00:00,Mads-Kristoffer Kristoffersen,fouls_for,6,A,8415,Silkeborg
467,3597784,2021-09-10 13:00:00,Mads-Kristoffer Kristoffersen,fouls_ag,6,A,8415,Silkeborg
468,3597788,2021-09-12 07:00:00,Peter Kjaersgaard,fouls_for,7,A,8470,Aalborg BK
469,3597788,2021-09-12 07:00:00,Peter Kjaersgaard,fouls_ag,9,A,8470,Aalborg BK
470,3597785,2021-09-10 11:00:00,Mikkel Redder,fouls_for,15,A,10202,Nordsjælland
471,3597785,2021-09-10 11:00:00,Mikkel Redder,fouls_ag,11,A,10202,Nordsjælland
472,3597779,2021-08-29 11:00:00,Morten Krogh,fouls_for,19,A,8414,Odense
473,3597779,2021-08-29 11:00:00,Morten Krogh,fouls_ag,16,A,8414,Odense
474,3597778,2021-08-29 13:00:00,Sandi Putros,fouls_for,13,A,8113,Midtjylland
475,3597778,2021-08-29 13:00:00,Sandi Putros,fouls_ag,12,A,8113,Midtjylland
476,3597787,2021-09-13 12:00:00,Anders Poulsen,fouls_for,10,A,8487,SønderjyskE
477,3597787,2021-09-13 12:00:00,Anders Poulsen,fouls_ag,9,A,8487,SønderjyskE
478,3597786,2021-09-12 11:00:00,Michael Tykgaard,fouls_for,15,A,8231,Vejle Boldklub
479,3597786,2021-09-12 11:00:00,Michael Tykgaard,fouls_ag,12,A,8231,Vejle Boldklub
480,3597789,2021-09-12 09:00:00,Sandi Putros,fouls_for,7,A,8391,FC København
481,3597789,2021-09-12 09:00:00,Sandi Putros,fouls_ag,11,A,8391,FC København
482,3597791,2021-09-17 12:00:00,Jens Grabski Maae,fouls_for,8,A,8414,Odense
483,3597791,2021-09-17 12:00:00,Jens Grabski Maae,fouls_ag,15,A,8414,Odense
484,3597795,2021-09-20 12:00:00,Joergen Daugbjerg Burchardt,fouls_for,22,A,8071,AGF Aarhus
485,3597795,2021-09-20 12:00:00,Joergen Daugbjerg Burchardt,fouls_ag,9,A,8071,AGF Aarhus
486,3597798,2021-09-27 12:00:00,Jonas Hansen,fouls_for,14,A,8487,SønderjyskE
487,3597798,2021-09-27 12:00:00,Jonas Hansen,fouls_ag,16,A,8487,SønderjyskE
488,3597801,2021-09-26 07:00:00,Jakob Kehlet,fouls_for,8,A,8414,Odense
489,3597801,2021-09-26 07:00:00,Jakob Kehlet,fouls_ag,13,A,8414,Odense
490,3597797,2021-09-26 07:00:00,Joergen Daugbjerg Burchardt,fouls_for,16,A,8410,Randers FC
491,3597797,2021-09-26 07:00:00,Joergen Daugbjerg Burchardt,fouls_ag,11,A,8410,Randers FC
492,3597796,2021-09-26 11:00:00,Sandi Putros,fouls_for,10,A,8470,Aalborg BK
493,3597796,2021-09-26 11:00:00,Sandi Putros,fouls_ag,4,A,8470,Aalborg BK
494,3597794,2021-09-19 09:00:00,Morten Krogh,fouls_for,10,A,8595,Brøndby IF
495,3597794,2021-09-19 09:00:00,Morten Krogh,fouls_ag,13,A,8595,Brøndby IF
496,3597793,2021-09-19 07:00:00,Jakob Sundberg,fouls_for,8,A,10202,Nordsjælland
497,3597793,2021-09-19 07:00:00,Jakob Sundberg,fouls_ag,14,A,10202,Nordsjælland
498,3597792,2021-09-19 07:00:00,Aydin Uslu,fouls_for,14,A,9939,Viborg
499,3597792,2021-09-19 07:00:00,Aydin Uslu,fouls_ag,5,A,9939,Viborg
500,3597807,2021-10-03 07:00:00,Anders Poulsen,fouls_for,9,A,10202,Nordsjælland
501,3597807,2021-10-03 07:00:00,Anders Poulsen,fouls_ag,7,A,10202,Nordsjælland
502,3597790,2021-09-19 11:00:00,Jakob Kehlet,fouls_for,9,A,8113,Midtjylland
503,3597790,2021-09-19 11:00:00,Jakob Kehlet,fouls_ag,16,A,8113,Midtjylland
504,3597799,2021-09-26 09:00:00,Mads-Kristoffer Kristoffersen,fouls_for,12,A,8391,FC København
505,3597799,2021-09-26 09:00:00,Mads-Kristoffer Kristoffersen,fouls_ag,7,A,8391,FC København
506,3597800,2021-09-26 13:00:00,Mikkel Redder,fouls_for,6,A,8415,Silkeborg
507,3597800,2021-09-26 13:00:00,Mikkel Redder,fouls_ag,9,A,8415,Silkeborg
508,3597805,2021-10-01 12:00:00,Jakob Sundberg,fouls_for,11,A,8231,Vejle Boldklub
509,3597805,2021-10-01 12:00:00,Jakob Sundberg,fouls_ag,13,A,8231,Vejle Boldklub
510,3597804,2021-10-03 07:00:00,Mikkel Redder,fouls_for,8,A,8487,SønderjyskE
511,3597804,2021-10-03 07:00:00,Mikkel Redder,fouls_ag,13,A,8487,SønderjyskE
512,3597803,2021-10-03 13:00:00,Morten Krogh,fouls_for,13,A,9939,Viborg
513,3597803,2021-10-03 13:00:00,Morten Krogh,fouls_ag,5,A,9939,Viborg
514,3597817,2021-10-22 12:00:00,Jonas Hansen,fouls_for,11,A,10202,Nordsjælland
515,3597817,2021-10-22 12:00:00,Jonas Hansen,fouls_ag,11,A,10202,Nordsjælland
516,3597802,2021-10-03 09:00:00,Sandi Putros,fouls_for,13,A,8071,AGF Aarhus
517,3597802,2021-10-03 09:00:00,Sandi Putros,fouls_ag,9,A,8071,AGF Aarhus
518,3597806,2021-10-03 11:00:00,Jens Grabski Maae,fouls_for,10,A,8595,Brøndby IF
519,3597806,2021-10-03 11:00:00,Jens Grabski Maae,fouls_ag,11,A,8595,Brøndby IF
520,3597812,2021-10-15 12:00:00,Peter Kjaersgaard,fouls_for,8,A,8415,Silkeborg
521,3597812,2021-10-15 12:00:00,Peter Kjaersgaard,fouls_ag,9,A,8415,Silkeborg
522,3597809,2021-10-18 12:10:00,Jakob Sundberg,fouls_for,15,A,8470,Aalborg BK
523,3597809,2021-10-18 12:10:00,Jakob Sundberg,fouls_ag,14,A,8470,Aalborg BK
524,3597808,2021-10-17 09:00:00,Mads-Kristoffer Kristoffersen,fouls_for,9,A,8231,Vejle Boldklub
525,3597808,2021-10-17 09:00:00,Mads-Kristoffer Kristoffersen,fouls_ag,6,A,8231,Vejle Boldklub
526,3597813,2021-10-17 11:00:00,Joergen Daugbjerg Burchardt,fouls_for,13,A,8391,FC København
527,3597813,2021-10-17 11:00:00,Joergen Daugbjerg Burchardt,fouls_ag,9,A,8391,FC København
528,3597810,2021-10-17 07:00:00,Aydin Uslu,fouls_for,12,A,8410,Randers FC
529,3597810,2021-10-17 07:00:00,Aydin Uslu,fouls_ag,6,A,8410,Randers FC
530,3597816,2021-10-25 12:00:00,Michael Tykgaard,fouls_for,15,A,9939,Viborg
531,3597816,2021-10-25 12:00:00,Michael Tykgaard,fouls_ag,6,A,9939,Viborg
532,3597811,2021-10-17 06:00:00,Jens Grabski Maae,fouls_for,8,A,8113,Midtjylland
533,3597811,2021-10-17 06:00:00,Jens Grabski Maae,fouls_ag,9,A,8113,Midtjylland
534,3597818,2021-10-24 09:00:00,Morten Krogh,fouls_for,15,A,8071,AGF Aarhus
535,3597818,2021-10-24 09:00:00,Morten Krogh,fouls_ag,10,A,8071,AGF Aarhus
536,3597814,2021-10-24 07:00:00,Peter Kjaersgaard,fouls_for,10,A,8391,FC København
537,3597814,2021-10-24 07:00:00,Peter Kjaersgaard,fouls_ag,9,A,8391,FC København
538,3597821,2021-11-01 12:00:00,Mikkel Redder,fouls_for,10,A,8071,AGF Aarhus
539,3597821,2021-11-01 12:00:00,Mikkel Redder,fouls_ag,12,A,8071,AGF Aarhus
540,3597822,2021-10-31 07:00:00,Anders Poulsen,fouls_for,5,A,8470,Aalborg BK
541,3597822,2021-10-31 07:00:00,Anders Poulsen,fouls_ag,8,A,8470,Aalborg BK
542,3597824,2021-10-31 07:00:00,Jakob Sundberg,fouls_for,10,A,8113,Midtjylland
543,3597824,2021-10-31 07:00:00,Jakob Sundberg,fouls_ag,15,A,8113,Midtjylland
544,3597823,2021-10-31 11:00:00,Joergen Daugbjerg Burchardt,fouls_for,11,A,8595,Brøndby IF
